denuncia_id,fecha,comuna,motivo_denuncia,rubro
13716,2019-09-27,13,Incumplimiento de Garantía de Servicios,SERVICIOS DE CONSTRUCCIÓN PARA EL HOGAR Y COMERCIALIZACIÓN DE INMUEBLES
13717,2019-09-27,2,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13719,2019-09-27,12,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
13722,2019-09-27,9,Falta de Entrega del bien,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
13723,2019-09-27,2,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13725,2019-09-27,11,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13726,2019-09-27,2,Incumplimiento total de la prestación del servicio  contratado,SALUD
13727,2019-09-27,7,Falta de Entrega del bien,BAZAR Y DECORACIÓN
13728,2019-09-27,15,Producto no funciona,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
13729,2019-09-27,13,Incumplimiento del servicio,COMPRA POR INTERNET
13731,2019-09-27,3,Falta de Información,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
13732,2019-09-27,4,Incumplimiento total de la prestación del servicio  contratado,ESTACIONAMIENTOS Y GUARDAMUEBLES
13733,2019-09-27,3,Falta de Entrega del bien,ALIMENTOS Y BEBIDAS
13734,2019-09-27,13,Falta de cumplimento garantía posventa,"TEXTIL, CALZADO Y MARROQUINERÍA"
13735,2019-09-27,12,Cláusulas abusivas o no convenidas,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13736,2019-09-27,3,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
13737,2019-09-27,14,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13738,2019-09-27,2,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13740,2019-09-27,1,Cobro de gastos de entrega no informados o convenidos,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
13741,2019-09-27,1,Falta de Información,SERVICIOS DE COMUNICACIONES
13742,2019-09-27,7,Rechazo de la devolución del bien,MUEBLES
13743,2019-09-27,2,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13744,2019-09-27,12,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
13745,2019-09-27,14,Cláusulas abusivas o no convenidas,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
13746,2019-09-27,2,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
13747,2019-09-27,13,Falta de cumplimento garantía posventa,MUEBLES
13748,2019-09-27,14,Demora en la entrega del bien,"TEXTIL, CALZADO Y MARROQUINERÍA"
13749,2019-09-27,2,Falta de Entrega del bien,INFORMÁTICA
13750,2019-09-27,2,Producto no funciona,"TEXTIL, CALZADO Y MARROQUINERÍA"
13751,2019-09-30,14,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13752,2019-09-30,4,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13753,2019-09-30,13,Incumplimiento del servicio,COMPRA POR INTERNET
13754,2019-09-30,14,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13755,2019-09-30,11,Deficiente calidad en la prestación del servicio,ENSEÑANZA
13756,2019-09-30,14,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.",SERVICIOS DE COMUNICACIONES
13757,2019-09-30,6,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13758,2019-09-30,12,Débitos y/o cobros indebidos,"Servicios turísticos hoteles, hosterías, albergues, etc."
13759,2019-09-30,6,Falta de Entrega del bien,TELEFONÍA Y REDES
13760,2019-09-30,1,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
13761,2019-09-30,13,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13762,2019-09-30,7,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13763,2019-09-30,9,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13764,2019-09-30,11,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
13765,2019-09-30,2,Falta de Entrega del bien,MUEBLES
13767,2019-09-30,2,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13768,2019-09-30,15,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
13769,2019-09-30,12,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
13770,2019-09-30,6,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
13771,2019-09-30,13,Incumplimiento del servicio,COMPRA POR INTERNET
13772,2019-09-30,2,Falta de Entrega del bien,INFORMÁTICA
13774,2019-09-30,13,Producto no funciona,ELECTRÓNICA
13776,2019-09-30,6,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13777,2019-09-30,12,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13778,2019-09-30,1,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13779,2019-09-30,2,Cláusulas abusivas o no convenidas,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
13780,2019-09-30,13,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13781,2019-09-30,7,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.",SERVICIOS DE COMUNICACIONES
13783,2019-09-30,6,Incumplimiento total de la prestación del servicio  contratado,"Servicios turísticos hoteles, hosterías, albergues, etc."
13784,2019-09-30,2,Falta de cumplimento garantía posventa,TELEFONÍA Y REDES
13785,2019-09-30,3,Falta de Información,SERVICIOS DE COMUNICACIONES
13786,2019-09-30,7,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13787,2019-09-30,7,Cláusulas abusivas o no convenidas,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
13789,2019-09-30,15,Falta de Información,SERVICIOS DE COMUNICACIONES
13790,2019-09-30,14,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13791,2019-09-30,6,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13792,2019-09-30,6,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Publicidad  Engañosa,ALIMENTOS Y BEBIDAS
13793,2019-09-30,7,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13795,2019-09-30,13,Cláusulas abusivas o no convenidas,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13796,2019-09-30,13,Incumplimiento del servicio,COMPRA POR INTERNET
13797,2019-09-30,7,Producto no funciona,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
13799,2019-09-30,1,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.",SERVICIOS DE COMUNICACIONES
13800,2019-09-30,6,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
13801,2019-09-30,2,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13802,2019-09-30,2,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13803,2019-09-30,11,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13805,2019-09-30,12,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13806,2019-09-30,2,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13807,2019-09-30,4,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13808,2019-09-30,3,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13809,2019-09-30,9,Falta de Información,SERVICIOS DE COMUNICACIONES
13811,2019-09-30,7,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
13812,2019-09-30,7,Cláusulas abusivas o no convenidas,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
13813,2019-09-30,2,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13814,2019-09-30,7,Incumplimiento de Oferta  Promociones y/o Bonificaciones.  Publicidad  Engañosa,ALIMENTOS Y BEBIDAS
13816,2019-09-30,3,Falta de cumplimento garantía posventa,"TEXTIL, CALZADO Y MARROQUINERÍA"
13817,2019-09-30,4,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13820,2019-09-30,7,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13821,2019-09-30,2,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13822,2019-09-30,13,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
13824,2019-10-01,6,Cláusulas abusivas o no convenidas,TELEFONÍA Y REDES
13825,2019-10-01,14,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13826,2019-10-01,11,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
13827,2019-10-01,6,Falta de cumplimento garantía posventa,TELEFONÍA Y REDES
13828,2019-10-01,11,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
13829,2019-10-01,2,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
13830,2019-10-01,3,Cláusulas abusivas o no convenidas,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13831,2019-10-01,15,Incumplimiento de Garantía de Servicios,SERVICIOS DE CONSTRUCCIÓN PARA EL HOGAR Y COMERCIALIZACIÓN DE INMUEBLES
13832,2019-10-01,3,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13833,2019-10-01,1,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13834,2019-10-01,7,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13836,2019-10-01,2,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
13837,2019-10-01,13,Falta de Información,SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
13838,2019-10-01,2,Incumplimiento total de la prestación del servicio  contratado,SALUD
13839,2019-10-01,14,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13840,2019-10-01,3,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13841,2019-10-01,7,Falta de cumplimento garantía posventa,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
13842,2019-10-01,2,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
13843,2019-10-01,2,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13844,2019-10-01,11,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13845,2019-10-01,14,Producto no funciona,MUEBLES
13846,2019-10-01,1,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13847,2019-10-01,3,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13849,2019-10-01,6,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13850,2019-10-01,11,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
13851,2019-10-01,6,Cláusulas abusivas o no convenidas,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13852,2019-10-01,13,Deficiente calidad en la prestación del servicio,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
13853,2019-10-01,7,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13854,2019-10-01,3,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13855,2019-10-01,3,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13856,2019-10-01,3,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13857,2019-10-01,7,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13858,2019-10-01,6,Falta de Entrega del bien,INFORMÁTICA
13859,2019-10-01,6,Cláusulas abusivas o no convenidas,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
13860,2019-10-01,12,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13861,2019-10-01,1,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.",SERVICIOS DE COMUNICACIONES
13863,2019-10-01,3,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13868,2019-10-01,14,Cláusulas abusivas o no convenidas,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
13868,2019-10-01,14,Falta de Información,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
13869,2019-10-01,2,"Falta de entrega o emisión del documento de contratación del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.",SERVICIOS DE COMUNICACIONES
13869,2019-10-01,2,Falta de Información,SERVICIOS DE COMUNICACIONES
13870,2019-10-01,11,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13870,2019-10-01,11,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13871,2019-10-02,7,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13872,2019-10-02,9,Falta de Entrega del bien,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
13873,2019-10-02,6,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
13874,2019-10-02,7,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13875,2019-10-02,14,Débitos y/o cobros indebidos,"Servicios turísticos hoteles, hosterías, albergues, etc."
13876,2019-10-02,1,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13877,2019-10-02,9,Falta de Información,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
13878,2019-10-02,11,Incumplimiento de Garantía de Servicios,"REPARACIÓN DE RODADOS, AUTOMOTORES Y EMBARCACIONES"
13880,2019-10-02,7,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13883,2019-10-02,14,Cláusulas abusivas o no convenidas,"TEXTIL, CALZADO Y MARROQUINERÍA"
13884,2019-10-02,9,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13885,2019-10-02,9,Falta de Información,SERVICIOS DE COMUNICACIONES
13886,2019-10-02,13,Incumplimiento de Garantía de Servicios,"REPARACIÓN DE RODADOS, AUTOMOTORES Y EMBARCACIONES"
13887,2019-10-02,15,Producto no funciona,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
13888,2019-10-02,13,Deficiente calidad en la prestación del servicio,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
13889,2019-10-02,9,Falta de Información,SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
13891,2019-10-02,3,Falta de Información,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13892,2019-10-02,9,Falta de Información,SERVICIOS DE COMUNICACIONES
13893,2019-10-02,2,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13894,2019-10-02,6,Rechazo de la devolución del bien,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
13894,2019-10-02,6,Falta de Información,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
13894,2019-10-02,6,Producto no funciona,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
13894,2019-10-02,6,Demora en la entrega del bien,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
13895,2019-10-02,3,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13896,2019-10-02,11,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13897,2019-10-02,1,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13899,2019-10-02,7,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
13900,2019-10-02,7,Falta de Información,SERVICIOS DE COMUNICACIONES
13902,2019-10-02,2,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13904,2019-10-02,7,"Débito o imposición de seguros no solicitados, convenidos o autorizados","SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13907,2019-10-02,2,Rechazo de la devolución del bien,TELEFONÍA Y REDES
13908,2019-10-02,3,Demora en la entrega del bien,"RODADOS, AUTOMOTORES Y EMBARCACIONES"
13909,2019-10-02,1,Producto no funciona,TELEFONÍA Y REDES
13910,2019-10-02,6,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13911,2019-10-02,12,Deficiente calidad en la prestación del servicio,SERVICIOS DE COMUNICACIONES
13912,2019-10-02,7,Falta de procesamiento de baja del servicio/ gastos asociados,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13913,2019-10-02,6,Producto no funciona,CONSTRUCCIÓN Y EQUIPAMIENTO DEL HOGAR
13914,2019-10-02,6,Incumplimiento total de la prestación del servicio  contratado,SERVICIOS DE COMUNICACIONES
13915,2019-10-02,1,Incumplimiento total de la prestación del servicio  contratado,"SERVICIOS FINANCIEROS (TARJETAS DE CRÉDITO, BANCOS FINANCIERAS, ETC.)"
13916,2019-10-02,2,Cláusulas abusivas o no convenidas,"Servicios turísticos hoteles, hosterías, albergues, etc."
13917,2019-10-02,3,Falta de cumplimento garantía posventa,ELECTRODOMÉSTICOS Y ARTEFACTOS PARA EL HOGAR
13918,2019-10-02,6,Cobro de gastos de entrega no informados o convenidos,INFORMÁTICA
13918,2019-10-02,6,Falta de Entrega del bien,INFORMÁTICA
13918,2019-10-02,6,Rechazo de la devolución del bien,INFORMÁTICA
13920,2019-10-02,2,Falta de Información,SERVICIOS DE COMUNICACIONES
